"","log2FoldChange","padj","Factor"
"KXJ08882.1",-1.03520992226892,0.00727651362427309,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ08883.1",-1.51069277270195,0.0009330894349337,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ08965.1",-2.09051758330219,0.000403588229970697,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ09006.1",-1.16194020222602,0.00321984155518861,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ09068.1",-2.13326360747347,0.00138592762999155,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ09090.1",1.12440904473853,0.00258742238146061,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ09149.1",-1.8463479058595,1.63275590100153e-06,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ09159.1",2.48365826813081,1.07769883938984e-05,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ09160.1",2.49605550918096,1.61231362354351e-06,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ09163.1",3.26787729200477,7.26599335764733e-06,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ09165.1",2.12249992897938,0.000121254813464857,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ09212.1",-4.26526393452138,0.000696031208822056,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ09226.1",3.64978377461643,6.23483630363587e-06,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ09241.1",-1.17663718366174,0.00675535605191959,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ09334.1",-1.35440548666252,0.000851572781574294,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ09335.1",-1.39717609302818,4.61898161480199e-07,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ09336.1",-1.37761694639878,1.76838401514299e-05,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ09339.1",-2.07357855210101,0.00263314238954201,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ09375.1",-1.11449203483326,0.00934382302487473,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ09385.1",-1.03366110812438,0.00108411671657855,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ09393.1",2.11663434921381,1.92350541634269e-07,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ09394.1",2.19954284691622,1.20937070966973e-07,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ09404.1",1.1830549127322,0.00248445012888522,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ09416.1",1.6080671047129,0.000116280521665196,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ09434.1",-1.02545467539248,0.00721556211613787,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ09454.1",2.18266771545191,0.0076950852220039,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ09509.1",-1.26388535311916,0.00440546173680427,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ09555.1",1.17064526515019,0.000500983286645993,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ09561.1",1.957782262959,0.000164858847723201,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ09629.1",-1.08696247278871,0.0010126996681904,"Vibrio_Vibrio_vs_NoVibrio"
"KXJ09633.1",1.6277664094932,4.03435597155926e-05,"Vibrio_Vibrio_vs_NoVibrio"
